,Instance,Solution
13588,"[5, 13, 11, 0, 0, 2, 3, 13, 11, 14, 0, 15, 2, 16, 4, 0, 0, 16, 7, 11]","[6, 7, 8, 10, 12, 18]"
13589,"[16, 6, 0, 0, 1, 17, 5, 13, 0, 14, 9, 0, 9, 0, 12, 1, 0, 0, 0, 2]","[6, 7, 8, 11, 15, 16]"
13590,"[0, 9, 7, 0, 0, 17, 19, 13, 11, 14, 3, 18, 0, 16, 0, 0, 6, 4, 7, 9]","[8, 11, 12, 14, 17, 19]"
13591,"[0, 13, 0, 15, 7, 2, 0, 13, 11, 0, 3, 18, 0, 0, 12, 0, 6, 0, 0, 0]","[5, 8, 11, 15, 17]"
13592,"[0, 9, 7, 18, 1, 17, 0, 13, 0, 14, 9, 0, 8, 0, 16, 14, 0, 4, 0, 13]","[5, 6, 8, 10, 11, 18]"
13593,"[16, 20, 11, 18, 7, 17, 19, 13, 0, 14, 0, 15, 0, 0, 0, 0, 0, 16, 7, 0]","[3, 6, 7, 8, 10, 12, 18]"
13594,"[5, 0, 11, 0, 7, 0, 3, 0, 0, 0, 0, 15, 2, 0, 0, 0, 6, 12, 0, 0]","[1, 3, 13, 17, 18]"
13595,"[16, 20, 11, 16, 7, 2, 0, 0, 2, 14, 20, 15, 0, 4, 4, 4, 6, 0, 2, 0]","[1, 10, 11, 12, 17, 19]"
13596,"[0, 0, 0, 16, 7, 0, 5, 0, 20, 0, 0, 18, 2, 0, 16, 0, 6, 0, 0, 2]","[7, 12, 15, 17, 20]"
13597,"[16, 9, 11, 0, 1, 0, 0, 0, 0, 14, 0, 15, 0, 0, 0, 0, 6, 0, 0, 0]","[3, 5, 10, 12, 17]"
13598,"[16, 0, 7, 14, 0, 0, 0, 13, 11, 14, 20, 0, 0, 0, 4, 0, 6, 12, 0, 0]","[3, 8, 10, 11, 17, 18]"
13599,"[16, 0, 11, 16, 7, 17, 0, 0, 0, 0, 3, 18, 9, 0, 0, 14, 0, 4, 0, 2]","[1, 5, 11, 12, 20]"
13600,"[16, 20, 7, 15, 1, 2, 0, 0, 0, 0, 20, 15, 0, 16, 0, 14, 6, 12, 7, 11]","[16, 17, 18, 19, 20]"
13601,"[0, 0, 11, 0, 0, 2, 19, 13, 0, 0, 3, 0, 9, 4, 4, 0, 6, 16, 7, 11]","[8, 11, 17, 18, 19]"
13602,"[16, 0, 0, 15, 1, 0, 19, 13, 20, 14, 9, 0, 9, 0, 16, 1, 6, 4, 2, 11]","[5, 8, 10, 11, 17, 18, 19]"
13603,"[0, 0, 11, 0, 0, 2, 0, 13, 0, 14, 0, 18, 0, 0, 12, 4, 0, 4, 2, 9]","[3, 8, 10, 18, 19]"
13604,"[0, 0, 11, 16, 0, 17, 0, 13, 2, 14, 20, 0, 0, 0, 4, 0, 6, 12, 0, 0]","[8, 10, 11, 17, 18]"
13605,"[0, 20, 11, 14, 1, 0, 5, 13, 2, 14, 20, 18, 0, 0, 16, 18, 6, 0, 7, 9]","[8, 10, 11, 12, 15, 17, 19]"
13606,"[16, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 4, 16, 0, 0, 4, 7, 13]","[12, 15, 19, 20]"
13607,"[5, 0, 0, 0, 1, 17, 3, 0, 0, 0, 0, 0, 2, 4, 12, 14, 0, 0, 2, 13]","[6, 7, 15, 16, 20]"
13608,"[5, 13, 0, 0, 0, 0, 5, 13, 0, 0, 0, 18, 9, 16, 16, 0, 0, 0, 2, 0]","[7, 8, 12, 15, 19]"
13609,"[16, 0, 11, 15, 0, 2, 0, 0, 0, 14, 0, 0, 8, 4, 0, 4, 0, 4, 0, 0]","[3, 10, 13, 18]"
13610,"[16, 13, 7, 14, 0, 0, 3, 13, 20, 14, 0, 15, 9, 0, 0, 1, 6, 0, 7, 0]","[1, 10, 12, 13, 17, 19]"
13611,"[16, 6, 7, 15, 1, 17, 3, 13, 13, 0, 3, 15, 9, 16, 4, 14, 0, 16, 0, 0]","[5, 6, 9, 11, 12, 18]"
13612,"[0, 0, 7, 0, 1, 17, 0, 0, 13, 14, 9, 15, 8, 10, 0, 0, 0, 0, 0, 0]","[5, 6, 12, 13, 14]"
13613,"[0, 0, 11, 0, 0, 17, 3, 13, 0, 14, 9, 0, 8, 0, 0, 1, 0, 4, 0, 9]","[6, 8, 10, 11, 18]"
13614,"[16, 20, 0, 0, 0, 0, 0, 13, 2, 14, 0, 18, 2, 16, 16, 15, 0, 12, 2, 2]","[8, 10, 12, 15, 19]"
13615,"[16, 0, 11, 18, 7, 2, 0, 13, 20, 14, 20, 0, 20, 4, 16, 0, 6, 16, 7, 0]","[8, 10, 11, 17, 18, 19]"
13616,"[5, 20, 0, 0, 7, 0, 19, 13, 0, 0, 0, 18, 0, 0, 0, 0, 6, 4, 7, 0]","[1, 8, 17, 18, 19]"
13617,"[16, 20, 7, 14, 7, 0, 5, 13, 13, 14, 0, 18, 20, 0, 0, 0, 0, 12, 7, 2]","[1, 10, 12, 13, 19]"
13618,"[16, 0, 7, 18, 0, 17, 0, 13, 0, 14, 0, 18, 20, 0, 0, 0, 0, 4, 0, 2]","[1, 3, 6, 10, 12, 13]"
13619,"[5, 0, 0, 14, 1, 2, 5, 0, 20, 0, 0, 15, 20, 16, 4, 0, 6, 16, 0, 0]","[7, 12, 13, 17, 18]"
13620,"[0, 0, 7, 15, 1, 2, 0, 13, 20, 14, 0, 15, 0, 0, 12, 15, 0, 0, 0, 0]","[5, 6, 8, 10, 15]"
13621,"[0, 0, 0, 16, 0, 0, 19, 13, 20, 14, 9, 0, 9, 0, 4, 14, 0, 12, 0, 11]","[7, 8, 11, 16, 18]"
13622,"[0, 13, 7, 0, 0, 0, 3, 13, 0, 14, 0, 0, 8, 4, 4, 0, 0, 0, 2, 2]","[7, 8, 10, 15, 19]"
13623,"[0, 0, 11, 0, 7, 0, 0, 13, 0, 14, 0, 0, 2, 0, 16, 18, 0, 0, 2, 11]","[3, 8, 10, 15, 19]"
13624,"[16, 6, 0, 0, 1, 17, 3, 0, 13, 0, 3, 0, 8, 0, 12, 14, 6, 0, 2, 11]","[7, 13, 15, 16, 17, 20]"
13625,"[0, 0, 0, 14, 1, 2, 19, 13, 20, 0, 0, 0, 8, 16, 4, 1, 6, 0, 0, 13]","[5, 7, 15, 17, 20]"
13626,"[16, 0, 0, 18, 0, 0, 3, 0, 20, 14, 0, 18, 0, 16, 12, 14, 6, 4, 2, 9]","[1, 7, 10, 12, 17, 20]"
13627,"[16, 0, 7, 15, 1, 17, 19, 13, 0, 14, 9, 18, 9, 10, 4, 0, 0, 12, 2, 13]","[5, 6, 7, 8, 10, 11, 12, 15]"
13628,"[16, 0, 7, 0, 0, 0, 19, 13, 2, 14, 9, 18, 8, 0, 4, 0, 6, 0, 2, 9]","[8, 10, 11, 12, 15, 17, 19]"
13629,"[0, 19, 11, 0, 0, 2, 0, 13, 11, 14, 0, 0, 0, 4, 0, 15, 0, 0, 0, 13]","[3, 6, 8, 16]"
13630,"[5, 6, 0, 0, 1, 17, 19, 13, 11, 14, 20, 15, 20, 0, 4, 0, 6, 4, 7, 13]","[5, 7, 8, 10, 11, 12, 17, 18]"
13631,"[0, 0, 11, 16, 1, 0, 5, 0, 11, 14, 0, 18, 9, 16, 0, 0, 6, 12, 0, 9]","[3, 7, 12, 13, 14, 17]"
13632,"[0, 0, 0, 15, 7, 0, 0, 13, 13, 0, 0, 15, 0, 4, 4, 18, 6, 4, 2, 11]","[8, 12, 17, 18, 19]"
13633,"[5, 0, 7, 18, 0, 17, 5, 0, 13, 14, 0, 15, 0, 0, 4, 0, 0, 0, 0, 9]","[1, 3, 6, 10, 15, 20]"
13634,"[5, 0, 0, 0, 1, 17, 19, 0, 20, 0, 20, 0, 0, 4, 0, 14, 6, 16, 0, 9]","[5, 7, 17, 18, 20]"
13635,"[16, 6, 0, 15, 0, 0, 5, 13, 11, 14, 0, 15, 9, 4, 12, 15, 0, 0, 7, 0]","[1, 2, 9, 10, 12, 19]"
13636,"[0, 20, 11, 0, 0, 2, 0, 13, 20, 0, 0, 0, 8, 16, 16, 0, 0, 4, 2, 0]","[3, 8, 18, 19]"
13637,"[0, 13, 7, 0, 7, 0, 19, 13, 0, 0, 20, 18, 2, 10, 12, 0, 0, 0, 0, 0]","[7, 8, 11, 14, 15]"
13638,"[0, 19, 0, 14, 0, 2, 0, 13, 11, 14, 20, 0, 0, 0, 0, 4, 6, 12, 2, 0]","[8, 10, 11, 17, 18, 19]"
13639,"[5, 9, 7, 0, 0, 2, 19, 13, 11, 14, 20, 0, 0, 10, 4, 4, 0, 16, 0, 9]","[1, 3, 6, 8, 10, 11, 15]"
13640,"[16, 0, 11, 0, 0, 17, 0, 0, 2, 14, 20, 15, 0, 10, 4, 15, 6, 12, 7, 9]","[14, 16, 17, 18, 19, 20]"
13641,"[5, 0, 11, 16, 7, 2, 19, 13, 13, 14, 9, 15, 9, 0, 0, 0, 0, 0, 0, 11]","[6, 7, 8, 10, 11, 12]"
13642,"[0, 0, 11, 0, 0, 17, 0, 13, 2, 0, 3, 0, 2, 0, 0, 1, 6, 16, 0, 0]","[11, 13, 17, 18]"
13643,"[0, 9, 0, 15, 0, 17, 5, 13, 0, 14, 20, 18, 9, 16, 0, 0, 6, 0, 2, 0]","[7, 8, 11, 12, 14, 17, 19]"
13644,"[16, 6, 0, 0, 1, 0, 0, 13, 0, 0, 0, 18, 2, 16, 0, 1, 0, 0, 7, 9]","[12, 14, 19, 20]"
13645,"[16, 0, 7, 0, 7, 17, 3, 0, 11, 14, 9, 15, 20, 10, 0, 0, 6, 4, 0, 0]","[7, 10, 12, 13, 17, 18]"
13646,"[0, 0, 0, 15, 0, 17, 3, 13, 13, 0, 9, 0, 20, 10, 16, 0, 0, 12, 7, 13]","[4, 6, 8, 11, 14, 18, 19]"
13647,"[16, 13, 7, 14, 7, 2, 0, 0, 11, 0, 3, 15, 20, 16, 0, 15, 0, 0, 0, 0]","[5, 6, 11, 12, 14]"
13648,"[5, 9, 11, 0, 1, 17, 19, 13, 2, 14, 20, 15, 0, 4, 0, 0, 0, 4, 2, 0]","[5, 6, 7, 8, 10, 11, 12, 18]"
13649,"[5, 0, 7, 0, 1, 0, 19, 13, 2, 0, 3, 15, 9, 0, 0, 4, 6, 16, 7, 0]","[8, 11, 12, 17, 18, 19]"
13650,"[5, 0, 11, 14, 0, 0, 0, 0, 2, 14, 0, 15, 8, 10, 0, 4, 6, 0, 2, 2]","[1, 3, 12, 14, 17, 19]"
13651,"[16, 6, 11, 0, 7, 2, 5, 0, 13, 14, 20, 18, 0, 4, 16, 0, 6, 4, 0, 0]","[7, 10, 11, 12, 15, 17]"
13652,"[16, 0, 7, 0, 7, 0, 5, 0, 13, 0, 0, 15, 0, 10, 0, 18, 0, 12, 0, 2]","[7, 14, 18, 20]"
13653,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 16, 12, 4, 0, 4, 7, 9]","[1, 10, 18, 19, 20]"
13654,"[0, 20, 0, 15, 7, 17, 19, 13, 11, 14, 0, 0, 9, 4, 0, 4, 0, 12, 7, 13]","[6, 10, 18, 19, 20]"
13655,"[0, 0, 11, 0, 1, 0, 0, 13, 0, 14, 0, 0, 0, 0, 0, 4, 0, 4, 2, 13]","[3, 5, 8, 10, 18, 19]"
13656,"[5, 13, 7, 0, 1, 17, 5, 0, 11, 0, 3, 0, 20, 0, 0, 0, 0, 12, 7, 11]","[1, 2, 6, 11, 18, 19]"
13657,"[0, 0, 0, 0, 1, 17, 19, 0, 20, 14, 9, 15, 8, 4, 0, 0, 0, 0, 0, 2]","[5, 6, 7, 12, 13, 14]"
13658,"[0, 20, 11, 15, 0, 0, 5, 13, 0, 0, 0, 15, 9, 4, 4, 18, 0, 0, 2, 11]","[3, 7, 8, 12, 14, 19]"
13659,"[16, 0, 7, 15, 7, 2, 0, 13, 20, 14, 0, 18, 0, 16, 12, 15, 0, 16, 2, 0]","[1, 5, 6, 8, 10, 12]"
13660,"[16, 0, 0, 0, 0, 0, 5, 13, 0, 14, 9, 15, 9, 10, 4, 15, 6, 4, 2, 9]","[7, 8, 10, 11, 12, 17, 18, 19]"
13661,"[5, 0, 0, 14, 0, 2, 0, 13, 13, 14, 9, 0, 0, 0, 12, 14, 0, 4, 7, 0]","[1, 8, 11, 15, 16, 19]"
13662,"[0, 6, 0, 0, 7, 17, 19, 13, 20, 14, 0, 15, 0, 0, 4, 1, 0, 16, 0, 13]","[6, 7, 10, 12, 18, 20]"
13663,"[0, 19, 11, 0, 1, 0, 3, 13, 11, 14, 0, 18, 0, 0, 12, 1, 0, 4, 7, 13]","[5, 7, 10, 18, 20]"
13664,"[16, 0, 0, 0, 1, 2, 0, 0, 0, 14, 0, 0, 9, 16, 16, 0, 0, 12, 0, 13]","[5, 10, 18, 20]"
13665,"[0, 9, 7, 18, 7, 17, 5, 13, 0, 14, 9, 0, 2, 16, 0, 4, 0, 0, 7, 11]","[6, 8, 11, 16, 19]"
13666,"[0, 0, 7, 14, 7, 17, 5, 0, 2, 0, 0, 18, 0, 16, 12, 0, 6, 0, 7, 9]","[12, 14, 17, 19, 20]"
13667,"[0, 13, 7, 0, 1, 0, 0, 0, 13, 14, 0, 0, 8, 0, 0, 14, 0, 12, 2, 0]","[5, 10, 18, 19]"
13668,"[5, 9, 7, 0, 0, 0, 0, 13, 0, 0, 0, 18, 20, 16, 12, 0, 6, 0, 2, 0]","[8, 12, 14, 17, 19]"
13669,"[5, 0, 0, 16, 0, 0, 3, 13, 11, 0, 3, 18, 2, 0, 4, 0, 0, 4, 0, 13]","[1, 11, 12, 15, 20]"
13670,"[5, 13, 0, 15, 7, 2, 0, 0, 2, 14, 0, 18, 2, 10, 0, 18, 6, 4, 7, 0]","[5, 13, 14, 16, 17]"
13671,"[5, 19, 0, 18, 7, 17, 3, 0, 11, 0, 20, 18, 8, 0, 12, 4, 6, 0, 0, 2]","[2, 4, 5, 6, 9, 13, 15]"
13672,"[5, 0, 0, 14, 0, 2, 3, 0, 0, 14, 20, 18, 0, 4, 12, 18, 0, 4, 2, 2]","[1, 11, 15, 16, 19]"
13673,"[0, 19, 11, 0, 1, 17, 0, 13, 20, 14, 0, 0, 9, 16, 0, 0, 6, 0, 0, 11]","[3, 5, 13, 14, 17]"
13674,"[0, 0, 7, 16, 1, 2, 3, 0, 11, 14, 20, 0, 8, 0, 0, 0, 0, 4, 2, 9]","[5, 7, 9, 10, 13, 18]"
13675,"[5, 6, 7, 16, 7, 0, 3, 13, 0, 14, 0, 15, 2, 0, 0, 1, 0, 12, 7, 11]","[1, 2, 10, 18, 19, 20]"
13676,"[0, 0, 7, 15, 1, 2, 19, 0, 0, 14, 0, 0, 2, 16, 0, 15, 6, 0, 7, 9]","[5, 7, 14, 17, 20]"
13677,"[5, 0, 7, 0, 0, 0, 0, 13, 0, 14, 3, 0, 0, 0, 0, 0, 6, 0, 7, 0]","[1, 8, 10, 11, 17, 19]"
13678,"[5, 0, 0, 16, 1, 2, 0, 0, 11, 0, 3, 18, 20, 0, 4, 18, 6, 12, 7, 11]","[1, 12, 15, 17, 19, 20]"
13679,"[0, 0, 7, 14, 7, 0, 0, 13, 0, 14, 3, 0, 20, 4, 4, 14, 6, 12, 2, 13]","[8, 11, 16, 17, 18, 19]"
13680,"[16, 13, 0, 18, 0, 0, 0, 0, 0, 14, 3, 18, 8, 0, 12, 18, 0, 12, 7, 13]","[1, 10, 11, 12, 19, 20]"
13681,"[0, 6, 0, 14, 7, 17, 19, 0, 0, 0, 0, 0, 20, 0, 0, 0, 6, 12, 0, 2]","[4, 7, 17, 18, 20]"
13682,"[16, 9, 0, 16, 1, 2, 5, 0, 0, 14, 20, 15, 8, 0, 4, 4, 6, 4, 2, 0]","[7, 10, 11, 12, 17, 18, 19]"
13683,"[5, 0, 11, 0, 0, 0, 0, 13, 0, 14, 9, 15, 9, 0, 12, 0, 0, 4, 7, 0]","[1, 8, 10, 11, 12, 18, 19]"
13684,"[5, 19, 0, 16, 7, 2, 5, 0, 0, 14, 20, 18, 0, 0, 16, 14, 0, 0, 2, 2]","[7, 10, 11, 12, 15, 19]"
13685,"[5, 13, 0, 0, 7, 0, 0, 13, 20, 14, 9, 18, 20, 10, 0, 0, 0, 0, 7, 0]","[1, 8, 11, 12, 14, 19]"
13686,"[16, 0, 0, 0, 0, 2, 0, 0, 20, 0, 3, 18, 2, 0, 0, 1, 0, 0, 0, 9]","[1, 11, 12, 13]"
13687,"[16, 19, 0, 0, 0, 0, 0, 13, 2, 14, 0, 18, 20, 0, 0, 15, 6, 0, 0, 13]","[1, 10, 12, 17, 20]"
13688,"[16, 13, 0, 14, 7, 2, 19, 0, 20, 0, 20, 15, 0, 0, 0, 14, 0, 0, 0, 0]","[1, 6, 7, 11, 12]"
13689,"[0, 0, 11, 18, 7, 17, 19, 13, 11, 0, 0, 0, 8, 0, 0, 0, 6, 0, 0, 2]","[4, 7, 9, 13, 17]"
13690,"[5, 9, 0, 0, 0, 17, 0, 0, 2, 14, 0, 18, 20, 0, 0, 1, 0, 0, 0, 9]","[1, 6, 10, 12, 20]"
13691,"[0, 0, 11, 0, 0, 0, 5, 13, 0, 14, 0, 15, 0, 10, 4, 0, 6, 16, 0, 0]","[3, 7, 8, 10, 12, 17, 18]"
13692,"[5, 0, 0, 18, 7, 2, 0, 13, 2, 14, 0, 0, 0, 10, 0, 4, 6, 12, 7, 9]","[1, 14, 17, 18, 19, 20]"
13693,"[0, 20, 11, 14, 7, 0, 0, 0, 13, 14, 9, 0, 0, 16, 16, 15, 6, 4, 2, 0]","[10, 11, 17, 18, 19]"
13694,"[0, 13, 0, 16, 1, 2, 5, 13, 2, 14, 0, 0, 0, 0, 16, 1, 6, 0, 0, 0]","[7, 9, 10, 15, 17]"
13695,"[0, 0, 11, 14, 7, 2, 0, 13, 0, 14, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2]","[5, 6, 8, 10, 15]"
13696,"[0, 19, 7, 14, 7, 0, 0, 13, 0, 0, 0, 0, 0, 4, 0, 0, 6, 0, 0, 0]","[5, 8, 14, 17]"
13697,"[5, 0, 7, 16, 7, 17, 5, 13, 13, 14, 9, 18, 0, 4, 0, 18, 6, 4, 7, 0]","[1, 8, 11, 12, 14, 17, 19]"
13698,"[16, 9, 11, 0, 0, 0, 5, 0, 20, 0, 3, 15, 0, 4, 12, 18, 0, 12, 2, 11]","[3, 7, 15, 16, 19]"
13699,"[0, 20, 0, 14, 1, 2, 5, 0, 0, 0, 20, 0, 0, 16, 0, 1, 0, 0, 7, 11]","[6, 7, 11, 16]"
13700,"[0, 6, 7, 14, 0, 2, 3, 13, 13, 14, 20, 0, 0, 4, 4, 15, 6, 0, 0, 2]","[3, 8, 10, 11, 15, 17]"
13701,"[0, 20, 7, 0, 1, 2, 19, 13, 2, 14, 9, 15, 8, 0, 0, 0, 0, 16, 2, 13]","[5, 6, 7, 8, 10, 11, 12, 18]"
13702,"[0, 0, 7, 16, 0, 17, 5, 13, 13, 0, 3, 15, 0, 10, 0, 14, 0, 4, 7, 9]","[6, 9, 11, 12, 18, 19]"
13703,"[5, 0, 0, 18, 1, 0, 19, 0, 13, 14, 20, 15, 8, 0, 0, 0, 6, 12, 0, 11]","[5, 7, 10, 13, 17, 18, 20]"
13704,"[16, 0, 0, 18, 1, 0, 0, 13, 0, 14, 3, 0, 20, 4, 16, 15, 0, 16, 0, 11]","[5, 8, 10, 11, 18]"
13705,"[5, 19, 0, 0, 1, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 14, 0, 0, 0, 0]","[2, 5, 12]"
13706,"[16, 20, 7, 15, 1, 2, 5, 0, 0, 0, 0, 15, 9, 4, 0, 4, 6, 0, 7, 0]","[12, 13, 14, 17, 19]"
13707,"[0, 9, 0, 15, 0, 2, 5, 0, 0, 0, 0, 18, 0, 4, 4, 15, 6, 0, 7, 0]","[12, 15, 17, 19]"
13708,"[16, 20, 0, 0, 0, 17, 5, 13, 2, 14, 20, 15, 9, 4, 4, 18, 6, 4, 7, 11]","[8, 10, 11, 12, 17, 18, 19]"
13709,"[0, 0, 7, 14, 0, 17, 19, 13, 0, 0, 0, 18, 0, 0, 0, 0, 6, 4, 0, 0]","[7, 8, 17, 18]"
13710,"[16, 0, 0, 0, 1, 0, 0, 13, 2, 14, 20, 15, 2, 4, 0, 0, 6, 16, 7, 9]","[8, 10, 11, 12, 17, 18, 19]"
13711,"[0, 6, 11, 0, 0, 0, 0, 13, 20, 14, 0, 18, 9, 0, 16, 0, 6, 12, 7, 2]","[10, 12, 13, 15, 17, 19]"
13712,"[16, 13, 7, 15, 7, 0, 19, 13, 0, 14, 20, 18, 20, 0, 16, 15, 6, 12, 0, 2]","[7, 8, 10, 11, 12, 15, 17]"
13713,"[5, 0, 11, 0, 0, 17, 5, 13, 20, 14, 3, 0, 8, 4, 12, 15, 6, 0, 7, 9]","[1, 10, 11, 13, 15, 17, 19]"
13714,"[16, 19, 11, 16, 1, 0, 0, 13, 0, 14, 0, 0, 0, 0, 16, 0, 0, 12, 7, 0]","[3, 5, 8, 10, 18]"
13715,"[5, 9, 0, 16, 1, 2, 0, 0, 2, 0, 0, 0, 2, 10, 12, 15, 6, 0, 2, 0]","[5, 14, 15, 17, 19]"
13716,"[0, 13, 7, 15, 0, 2, 0, 0, 11, 14, 3, 0, 0, 16, 12, 0, 0, 12, 0, 9]","[6, 10, 11, 18]"
13717,"[16, 20, 11, 0, 0, 0, 5, 0, 0, 14, 20, 18, 9, 0, 0, 14, 0, 0, 2, 9]","[7, 10, 11, 12, 19]"
13718,"[0, 13, 11, 16, 7, 17, 3, 13, 0, 14, 0, 15, 0, 16, 0, 0, 6, 0, 7, 13]","[12, 14, 17, 19, 20]"
13719,"[0, 0, 11, 18, 7, 2, 5, 13, 0, 14, 9, 15, 8, 0, 0, 18, 6, 12, 2, 11]","[7, 8, 10, 11, 17, 18, 19]"
13720,"[5, 20, 11, 15, 1, 0, 19, 13, 0, 14, 9, 15, 0, 10, 4, 0, 6, 16, 0, 0]","[5, 7, 8, 10, 11, 12, 17, 18]"
13721,"[0, 0, 7, 0, 0, 17, 19, 0, 2, 14, 0, 18, 8, 4, 4, 0, 0, 12, 0, 0]","[6, 7, 10, 12, 13, 15]"
13722,"[5, 0, 7, 14, 0, 2, 19, 13, 20, 14, 0, 18, 0, 0, 0, 4, 6, 4, 2, 9]","[1, 8, 10, 17, 18, 19]"
13723,"[5, 19, 7, 15, 7, 17, 3, 13, 0, 14, 0, 18, 0, 4, 4, 1, 0, 0, 2, 2]","[1, 3, 6, 8, 10, 12, 15]"
13724,"[5, 20, 11, 18, 0, 2, 5, 13, 11, 14, 3, 15, 0, 0, 0, 18, 0, 12, 2, 0]","[3, 7, 8, 10, 18, 19]"
13725,"[16, 9, 0, 18, 0, 0, 5, 0, 0, 14, 9, 15, 0, 0, 4, 18, 6, 0, 2, 13]","[7, 10, 11, 15, 17, 19]"
13726,"[5, 0, 0, 14, 1, 2, 19, 0, 13, 14, 3, 18, 9, 0, 16, 0, 6, 0, 0, 13]","[5, 10, 11, 12, 15, 17, 20]"
13727,"[0, 20, 0, 0, 0, 0, 3, 13, 0, 0, 9, 0, 9, 4, 12, 4, 6, 0, 0, 0]","[8, 11, 16, 17]"
13728,"[0, 13, 7, 16, 7, 0, 5, 13, 0, 14, 0, 0, 9, 10, 12, 0, 0, 0, 7, 0]","[13, 14, 15, 19]"
13729,"[5, 0, 11, 14, 1, 0, 0, 13, 0, 0, 0, 15, 0, 16, 12, 0, 0, 0, 7, 13]","[3, 5, 8, 12, 14]"
13730,"[0, 0, 11, 0, 7, 2, 3, 0, 0, 0, 0, 15, 0, 0, 16, 18, 6, 0, 2, 0]","[7, 16, 17, 19]"
13731,"[0, 0, 0, 0, 7, 17, 19, 0, 0, 0, 3, 18, 9, 0, 16, 0, 6, 4, 0, 0]","[7, 12, 13, 15, 17]"
13732,"[16, 0, 0, 15, 0, 17, 0, 0, 0, 14, 3, 18, 20, 16, 0, 14, 6, 16, 0, 0]","[1, 10, 12, 13, 17]"
13733,"[5, 0, 7, 16, 1, 0, 19, 13, 2, 14, 9, 15, 8, 4, 0, 1, 0, 4, 2, 13]","[5, 8, 10, 11, 12, 18, 19]"
13734,"[16, 9, 11, 0, 0, 0, 3, 13, 0, 14, 9, 0, 8, 0, 0, 14, 6, 0, 2, 0]","[1, 8, 10, 11, 17, 19]"
13735,"[5, 13, 11, 15, 7, 17, 0, 13, 20, 14, 9, 15, 9, 16, 4, 15, 6, 0, 7, 2]","[1, 8, 10, 11, 15, 17, 19]"
13736,"[5, 0, 0, 15, 7, 17, 5, 13, 0, 0, 0, 18, 9, 0, 12, 0, 6, 0, 2, 11]","[7, 8, 15, 17, 19]"
13737,"[0, 13, 0, 0, 7, 0, 5, 13, 0, 0, 3, 15, 0, 0, 0, 15, 0, 4, 0, 0]","[5, 8, 11, 12, 18]"
13738,"[5, 20, 0, 0, 1, 2, 19, 13, 0, 14, 20, 18, 8, 0, 12, 0, 0, 0, 2, 11]","[5, 6, 7, 8, 10, 11, 15]"
13739,"[0, 6, 0, 14, 1, 17, 3, 0, 0, 0, 0, 18, 2, 0, 12, 1, 6, 16, 0, 13]","[4, 5, 7, 15, 17, 20]"
13740,"[0, 13, 11, 15, 7, 0, 0, 13, 13, 0, 0, 18, 0, 16, 0, 1, 6, 16, 7, 2]","[9, 12, 14, 17, 19]"
13741,"[0, 20, 11, 0, 0, 17, 0, 13, 0, 14, 9, 18, 0, 0, 12, 0, 6, 12, 0, 2]","[8, 10, 11, 17, 18]"
13742,"[5, 0, 7, 0, 0, 0, 0, 13, 0, 14, 0, 15, 20, 16, 0, 18, 0, 0, 7, 11]","[1, 10, 12, 19, 20]"
13743,"[0, 0, 7, 16, 0, 2, 3, 0, 20, 0, 0, 0, 0, 10, 4, 14, 6, 0, 2, 2]","[7, 16, 17, 20]"
13744,"[0, 0, 11, 14, 0, 17, 19, 13, 11, 0, 20, 0, 0, 0, 0, 18, 0, 16, 7, 2]","[6, 8, 11, 18, 19]"
13745,"[16, 20, 11, 0, 0, 2, 5, 0, 0, 14, 9, 15, 0, 0, 0, 15, 0, 0, 2, 0]","[7, 10, 11, 12, 19]"
13746,"[0, 0, 7, 15, 7, 0, 0, 13, 2, 0, 20, 18, 0, 10, 4, 14, 6, 0, 0, 9]","[5, 8, 11, 12, 15, 17]"
13747,"[16, 13, 7, 16, 1, 0, 0, 13, 2, 0, 20, 15, 2, 0, 0, 14, 0, 0, 2, 13]","[5, 8, 11, 12, 19]"
13748,"[5, 20, 11, 14, 7, 17, 19, 0, 11, 14, 0, 18, 9, 4, 12, 1, 6, 0, 0, 2]","[3, 7, 13, 15, 16, 17]"
13749,"[16, 13, 0, 15, 1, 2, 0, 0, 11, 14, 0, 18, 0, 16, 0, 15, 0, 16, 0, 0]","[5, 9, 12, 14]"
13750,"[16, 6, 0, 0, 1, 0, 0, 0, 0, 0, 9, 18, 0, 10, 4, 0, 6, 4, 0, 0]","[5, 11, 12, 15, 17]"
13751,"[16, 13, 11, 15, 0, 0, 0, 13, 11, 0, 3, 18, 0, 16, 16, 15, 6, 0, 7, 2]","[8, 11, 12, 15, 17, 19]"
13752,"[5, 0, 11, 0, 1, 17, 3, 13, 2, 0, 20, 0, 0, 4, 12, 15, 6, 4, 0, 2]","[5, 8, 11, 17, 18]"
13753,"[0, 0, 11, 16, 0, 2, 5, 0, 13, 14, 9, 0, 20, 10, 12, 18, 6, 0, 7, 13]","[3, 7, 13, 14, 15, 16, 17]"
13754,"[0, 20, 7, 14, 0, 0, 0, 13, 0, 14, 0, 15, 9, 0, 0, 14, 6, 12, 2, 2]","[8, 16, 17, 18, 19]"
